Name,Album,Artist,Genre,Subgenre,Publish Date,Duration,BPM,Vocal Rage,E2_binary,F2_binary,F♯2_binary,G2_binary,G♯2_binary,A2_binary,A♯2_binary,B2_binary,C3_binary,C♯3_binary,D3_binary,D♯3_binary,E3_binary,F3_binary,F♯3_binary,G3_binary,G♯3_binary,A3_binary,A♯3_binary,B3_binary,C4_binary,C♯4_binary,D4_binary,D♯4_binary,E4_binary,F4_binary,F♯4_binary,G4_binary,G♯4_binary,A4_binary,A♯4_binary,B4_binary,C5_binary,C♯5_binary,D5_binary,D♯5_binary,E5_binary,F5_binary,F♯5_binary,G5_binary,G♯5_binary,A5_binary,A♯5_binary,B5_binary,C6_binary,E2_freq,F2_freq,F♯2_freq,G2_freq,G♯2_freq,A2_freq,A♯2_freq,B2_freq,C3_freq,C♯3_freq,D3_freq,D♯3_freq,E3_freq,F3_freq,F♯3_freq,G3_freq,G♯3_freq,A3_freq,A♯3_freq,B3_freq,C4_freq,C♯4_freq,D4_freq,D♯4_freq,E4_freq,F4_freq,F♯4_freq,G4_freq,G♯4_freq,A4_freq,A♯4_freq,B4_freq,C5_freq,C♯5_freq,D5_freq,D♯5_freq,E5_freq,F5_freq,F♯5_freq,G5_freq,G♯5_freq,A5_freq,A♯5_freq,B5_freq,C6_freq,D1_binary,E1_binary,F1_binary,G1_binary,A1_binary,B1_binary,C♯2_binary,D♯2_binary,C♯6_binary,D1_freq,E1_freq,F1_freq,G1_freq,A1_freq,B1_freq,C♯2_freq,D♯2_freq,C♯6_freq,C1_binary,C♯1_binary,D♯1_binary,F♯1_binary,G♯1_binary,A♯1_binary,C2_binary,D♯6_binary,F6_binary,F♯6_binary,G6_binary,C1_freq,C♯1_freq,D♯1_freq,F♯1_freq,G♯1_freq,A♯1_freq,C2_freq,D♯6_freq,F6_freq,F♯6_freq,G6_freq,D2_binary,D6_binary,E6_binary,G♯6_binary,A6_binary,A♯6_binary,B6_binary,D2_freq,D6_freq,E6_freq,G♯6_freq,A6_freq,A♯6_freq,B6_freq
Ore_no_Imouto_ga_Konna_ni_Kawaii_Wake_ga_Nai_-_Suki_Nandamon,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,4,10,4,9,7,31,130,94,338,315,487,201,215,221,313,779,325,368,308,425,634,952,2199,720,1340,772,2515,2205,736,2590,296,442,322,349,824,123,117,102,164,129,118,64,40,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,33.0,,1.0,1.0,1.0,4.0,22.0,0.0,0.0,,0.0,,,,0.0,,,,21.0,1.0,,1.0,,,,39.0,,,,0.0,0.0,0.0,,,,,2.0,3.0,3.0,,,,
Ore_no_Imouto_ga_Konna_ni_Kawaii_Wake_ga_Nai_-_Tadaima,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,98,4,42,6,95,21,13,16,26,20,38,297,792,200,449,138,880,301,1745,3171,1351,2259,877,2014,1317,2620,3861,742,1854,374,675,96,11,28,2,4,2,5,20,4,15,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,276.0,2.0,3.0,4.0,3.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,51.0,4.0,4.0,3.0,2.0,,1.0,1.0,1.0,,1.0,0.0,,,,0.0,0.0,0.0,2.0,,,,1.0,2.0,377.0
Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai_2_-_Reunion,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,,,17,11,6,5,8,9,15,12,56,54,152,267,111,271,358,530,402,472,744,176,312,429,1282,5620,978,3023,1071,2268,2150,626,4197,332,1021,247,788,677,13,32,4,1,4,2,40,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,45.0,461.0,1.0,1.0,1.0,1.0,28.0,,0.0,0.0,0.0,0.0,,,,,,,,22.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
Pandora_Hearts_-_Maze,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,,3,6,27,48,54,207,257,487,345,433,384,806,565,306,686,383,292,706,640,1029,711,1379,1248,2822,1562,2190,2305,795,1449,624,1361,288,121,172,208,76,58,145,310,66,436,193,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,69.0,1.0,2.0,2.0,3.0,1.0,101.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,4.0,1.0,1.0,1.0,26.0,135.0,58.0,103.0,,0.0,0.0,0.0,0.0,0.0,1.0,,24.0,91.0,130.0,246.0,145.0,892.0
Princess_Lover_-_Princess_Primp,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,21,6,10,4,4,5,9,95,91,182,201,177,688,289,897,344,363,283,225,605,669,902,775,1098,971,2689,4560,1099,1734,738,2485,1125,90,33,62,30,23,30,235,12,4,8,43,85,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,384.0,1.0,1.0,2.0,2.0,68.0,14.0,,,,0.0,0.0,0.0,,,,,,,,,1.0,1.0,2.0,,,,,,0.0,,,,,,,1.0,,,,,,
Puella_Magi_Madoka_Magica_-_And_Im_Home,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,12,1,19,1,4,2,18,2,12,18,32,53,33,253,461,194,644,826,660,1020,1082,2075,1854,1165,1339,1942,1102,306,267,552,84,398,25,30,4,1,17,1,2,2,3,1,2,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27.0,161.0,3.0,2.0,3.0,3.0,3.0,1.0,,,,0.0,0.0,0.0,,,0.0,,0.0,,,,2.0,1.0,4.0,,,1.0,,1.0,0.0,,0.0,,0.0,,0.0,1.0,,1.0,,1.0,,275.0
Rebuild_of_Evangelion_10_-_Beautiful_World,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,,,,,,,,5,9,4,18,13,61,105,383,213,466,1678,774,3958,1362,4787,3821,1074,2521,897,3374,951,706,2059,204,289,157,532,824,5,5,4,60,3,,1,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,,0.0,,,,,,,,1.0,2.0,,1.0,,,,0.0,,0.0,0.0,,,,1.0,,1.0,211.0
Rick Astley - Never Gonna Give You Up (Official Music Video) (1),,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1,3,36,57,43,60,83,213,656,2715,830,2396,609,1657,3301,811,3053,827,1592,412,297,1233,201,33,10,21,41,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RubyTan - วังวน cover _ ( ORIGINAL by ONEONE ),,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,17,18,84,129,86,34,101,366,136,83,77,946,202,407,263,437,483,546,4897,2388,3052,1038,1299,3707,1673,2717,1901,1593,1970,292,284,49,166,25,121,216,35,152,147,341,119,35,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,94.0,89.0,200.0,7.0,,3.0,3.0,6.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,53.0,85.0,6.0,2.0,33.0,2.0,119.0,1.0,1.0,2.0,0.0,0.0,0.0,,,0.0,0.0,3.0,10.0,1.0,,,2.0,17.0
Seikon_no_Qwaser_-_Mimei_no_Inori,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,1,2,2,1,14,6,54,36,137,119,133,431,193,426,491,1327,1305,599,1723,1137,3600,2276,1255,2296,1461,3282,290,1280,376,975,182,11,28,7,28,61,8,3,4,129,54,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,107.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,,,2.0,1.0,2.0,1.0,,1.0,1.0,1.0,0.0,0.0,,,0.0,,0.0,1.0,1.0,,,1.0,,204.0
Sekirei_-_Sekirei,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,29,1,1,1,1,2,26,321,81,128,118,129,724,410,642,433,544,889,508,2080,606,561,844,1904,4669,1404,3215,1624,1722,1378,118,868,174,95,36,2,6,1,8,2,5,16,2,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,46.0,2.0,2.0,2.0,2.0,1.0,32.0,,,,,,,,0.0,,0.0,0.0,,,,,,,,1.0,,1.0,1.0,,,,,,0.0,0.0,,,,,,1.0,321.0
Shakugan_no_Shana_-_Shana,,,,,,,,,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,14,293,46,44,985,326,232,159,450,737,600,979,411,523,382,590,818,1165,547,511,868,1280,704,2179,618,211,237,309,489,662,288,179,14,19,16,3,49,,3,1,2,2,66,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,111.0,276.0,9.0,121.0,10.0,13.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,7.0,18.0,55.0,18.0,18.0,8.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,2.0,1.0,2.0,1.0,418.0
Shakugan_no_Shana_III_Final_-_Koubou,,,,,,,,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,32,,1,,1,,23,122,11,5,8,27,35,40,199,230,404,497,1012,1393,1191,4503,2162,1246,577,1547,3885,4566,2425,1657,1401,1618,227,251,258,160,155,159,249,82,32,20,21,105,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,
Shakugan_no_Shana_III_Final_-_Serment,,,,,,,,,0,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,1,,4,61,62,131,275,868,279,178,308,419,435,221,750,839,214,585,472,1947,533,2354,2679,640,2041,323,3271,1120,230,998,128,167,116,539,401,67,129,115,134,37,7,113,,0.0,0.0,0.0,,,0.0,,0.0,,5.0,488.0,1.0,,,1.0,,26.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,17.0,17.0,4.0,91.0,,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,30.0,117.0,10.0,9.0,184.0
Shakugan_no_Shana_III_Final_-_un,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,16,152,702,267,145,502,251,192,260,459,397,185,414,677,1643,808,3850,5242,816,2180,367,2334,712,135,435,162,334,198,238,245,56,45,23,20,22,17,217,,,,,,,,,0.0,,,,,,,,,8.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,1.0,1.0,1.0,1.0,,,,0.0,,0.0,0.0,,,,1.0,,1.0,146.0
Shakugan_no_Shana_II_-_Joint,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,,1,1,4,16,52,65,43,101,254,599,387,588,362,363,397,197,493,381,320,516,421,1313,492,887,720,2106,3149,557,1413,528,1858,784,441,1115,337,665,295,150,410,61,126,71,69,197,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,2.0,298.0,6.0,2.0,1.0,,2.0,54.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,1.0,12.0,9.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,257.0,18.0,9.0,26.0,54.0,88.0
Shakugan_no_Shana_II_-_Sociometry,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,27,7,3,10,21,41,86,379,626,549,461,446,660,374,338,488,310,226,500,1010,847,1084,1715,2145,2409,2282,5160,3111,1201,313,551,283,114,41,13,15,7,8,7,1,6,18,194,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,27.0,1.0,1.0,2.0,2.0,7.0,19.0,,,,0.0,0.0,,,,,0.0,0.0,,,,1.0,1.0,,,,,1.0,1.0,0.0,0.0,0.0,,,0.0,1.0,2.0,1.0,1.0,,,1.0,601.0
Shakugan_no_Shana_II_-_Triangle,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,1,1,2,22,280,43,98,115,146,198,229,288,539,767,441,1943,1727,765,2824,1492,1924,1084,3410,4129,646,1082,295,797,530,168,145,225,916,202,281,220,32,54,34,82,133,57,142,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,47.0,2.0,3.0,2.0,2.0,2.0,33.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,1.0,14.0,17.0,10.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,11.0,15.0,60.0,10.0,76.0
Shakugan_no_Shana_Movie_-_Akai_Namida,,,,,,,,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,20,1,7,,8,14,13,169,175,669,118,106,183,201,521,257,744,590,391,1666,1054,1831,1011,2255,4126,1284,2317,523,2106,876,278,689,163,115,111,162,109,46,140,67,124,5,3,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,95.0,215.0,44.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,14.0,5.0,6.0,16.0,7.0,5.0,1.0,1.0,,1.0,1.0,0.0,,,,0.0,,0.0,1.0,,,,1.0,,224.0
Shakugan_no_Shana_S_-_All_In_Good_Time,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,5,40,15,39,41,278,1531,356,192,144,326,372,285,1291,579,601,843,3281,4372,1542,2604,1094,3191,1254,438,2408,258,209,103,375,1732,122,259,48,15,1,2,3,5,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,231.0,3.0,1.0,2.0,1.0,2.0,11.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,2.0,1.0,1.0,1.0,,,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,1.0,1.0,,1.0,122.0
Shugo_Chara_Party_-_Akane-iro_no_Sora,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,1,228,21,10,20,66,1230,599,118,147,290,292,362,1107,824,549,901,1910,2633,1939,2100,1531,1691,1093,562,1565,461,278,154,189,59,118,43,94,4,32,33,98,4,4,48,,,,,,,,0.0,0.0,,,,,,,,71.0,11.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,1.0,2.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,3.0,2.0,3.0,17.0,428.0
Sora_no_Otoshimono_-_Akai_Hana_Shiroi_Hana,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,3,1,3,31,65,37,105,321,300,99,96,76,115,205,1648,498,1841,333,1285,1434,180,1595,391,3569,464,87,1090,80,707,41,216,58,9,84,6,10,3,7,5,4,9,13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47.0,192.0,2.0,2.0,3.0,3.0,5.0,50.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,2.0,5.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,111.0,3.0,3.0,1.0,4.0,670.0
Sora_no_Otoshimono_-_Bokura_no_Diary,,,,,,,,,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,15,10,16,81,77,144,458,277,682,149,476,855,231,893,301,1127,409,519,750,539,1989,421,1445,2842,735,1380,266,656,110,521,37,40,6,26,3,16,9,14,1,10,,3,1,27,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,53.0,431.0,1.0,2.0,1.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,104.0,8.0,5.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
Sora_no_Otoshimono_-_Furimuku_na_Kimi_wa_Utsukushii,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,6,25,1,3,4,22,166,96,25,89,391,755,280,734,592,671,1318,672,2304,720,314,339,613,1204,420,1218,477,107,681,211,1668,847,18,28,41,55,25,22,2,1,2,1,2,,14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,251.0,2.0,2.0,1.0,2.0,3.0,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Sora_no_Otoshimono_-_Hatsukoi,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,9,,,2,41,104,75,153,105,407,154,183,110,123,217,290,646,496,270,560,1077,2890,641,2730,4001,496,1331,434,4216,719,50,85,21,60,37,30,50,5,28,6,106,33,3,,,0.0,0.0,0.0,,,0.0,,,,1.0,342.0,1.0,,,1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
Sora_no_Otoshimono_-_Ring_My_Bell,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,192,2,5,2,6,10,20,41,77,355,369,241,319,229,192,272,523,503,301,806,1840,1151,1279,1796,4510,1711,2837,1496,1486,1048,341,916,207,75,48,67,218,22,5,6,9,12,4,29,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,133.0,2.0,1.0,2.0,2.0,1.0,26.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,1.0,,37.0,4.0,3.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,,19.0,3.0,4.0,15.0,11.0,139.0
Sora_no_Otoshimono_-_Soba_ni_Irareru_Dake_de,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,8,53,62,194,290,363,364,137,613,922,638,346,360,352,255,385,766,1392,1364,848,3306,1556,1056,748,1040,2723,1395,604,276,107,150,80,6,53,13,2,2,1,2,37,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,2.0,49.0,1.0,1.0,1.0,,1.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,4.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,,0.0,,0.0,0.0,1.0,1.0,,1.0,,1.0,1.0,524.0
Sora_no_Otoshimono_-_Wild_Seven,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,6,42,10,6,8,29,115,407,248,700,528,355,674,501,2615,1279,431,586,956,1669,547,1580,787,156,292,215,460,108,29,19,54,35,15,50,6,2,4,6,2,,1,2,1,,8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,316.0,4.0,5.0,15.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,43.0,1.0,5.0,6.0,1.0,4.0,10.0,,,,,0.0,,,,,,,2.0,,,,,,
Sora_no_Otoshimono_-_Yuke_Yuke_Kawaguchi_Hiroshi,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,3,70,65,115,172,557,1120,700,1025,701,928,1483,1227,3504,1190,301,494,830,1775,515,1159,1054,141,101,101,332,109,30,225,82,103,33,269,95,12,82,25,127,6,7,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,163.0,2.0,2.0,1.0,2.0,4.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,2.0,,5.0,4.0,,3.0,1.0,1.0,,1.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,1.0,1.0,,1.0,375.0
Sora_no_Otoshimono_Forte_-_Kaeru_Kara,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,,3,1,2,18,88,44,112,148,155,1160,142,902,641,311,784,836,1073,713,1103,757,1722,4515,1197,4936,675,2635,1190,269,600,242,364,62,155,125,47,27,21,26,9,9,58,39,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,26.0,165.0,1.0,2.0,1.0,2.0,,9.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,4.0,1.0,2.0,2.0,52.0,,1.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,,,,1.0,284.0
Star_Driver_Kagayaki_no_Takuto_-_Komorebi_no_Contact_Version_de_lapprivoiser,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,,0,,0,,0,,1,2,,1,1,44,122,223,132,103,93,88,249,156,186,300,98,168,146,175,849,531,864,1029,493,1093,678,1647,297,1686,95,1693,261,332,140,8,61,411,,1,,1,,1,,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,7.0,311.0,2.0,2.0,,1.0,1.0,2.0,,,,,,0.0,0.0,0.0,,0.0,,,,,,,1.0,1.0,1.0,,1.0,,0.0,,0.0,0.0,,0.0,1.0,1.0,,1.0,1.0,,1.0,440.0
Strike_Witches_2_-_Strike_Witches_2_Egao_no_Mahou,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,1,2,,2,4,3,9,174,142,70,145,102,214,352,262,658,510,769,583,1502,798,619,2367,698,1853,490,2091,5377,667,1824,231,578,196,31,32,38,12,15,26,902,6,122,12,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,4.0,90.0,585.0,,1.0,1.0,1.0,2.0,60.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,39.0,12.0,,2.0,2.0,2.0,1.0,,,,,0.0,,,,,,,1.0,,,,,,
Suzumiya_Haruhi_no_Yuuutsu_-_Koi_no_Mikuru_Densetsu,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,2,,5,76,60,109,99,94,107,106,47,70,82,100,92,127,89,306,530,1505,1480,2996,2015,1855,1911,1385,1192,611,788,331,240,460,173,654,58,20,9,11,19,23,79,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,225.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,0.0,,0.0,0.0,,,,,,,,1.0,,1.0,1.0,,,,,,0.0,,,,,,,7.0,,,,,
Sword_Art_Online_-_Crossing_Field,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,7,7,6,,17,217,67,88,103,159,124,148,519,282,343,200,499,608,547,1054,1169,1141,576,1500,2137,1125,1775,1086,2099,769,377,480,270,452,161,152,252,128,235,203,353,381,539,1960,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,93.0,3.0,3.0,2.0,2.0,10.0,130.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,,1.0,1.0,22.0,3.0,2.0,9.0,0.0,0.0,,,,0.0,0.0,1.0,91.0,,,,1.0,432.0
Sword_Art_Online_-_Overfly,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,2,3,6,6,40,292,290,838,196,335,360,1024,2163,673,1047,424,1722,582,717,1917,590,962,597,2212,3812,681,1717,182,1099,354,112,1010,20,24,9,4,33,3,2,5,49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,137.0,604.0,3.0,8.0,2.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,26.0,10.0,6.0,9.0,4.0,4.0,,1.0,1.0,1.0,,0.0,,,0.0,,0.0,0.0,1.0,,,1.0,,1.0,87.0
